2017-07-04 17:25:23 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwswW0Djk4Kh31n_r6c_LKFE","card_id":2377362,"uu_code":"1a348a8a2e3222cdf3ca9ed1860fe3e21499160318.13853","module":"vip","scene":"\u53e4\u57ce\u70e4\u5427\u97e9\u9910\u5385"}
2017-07-04 17:30:18 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwgD0P7SAcb1opqRRhWcEUto","card_id":2377361,"uu_code":"b61d33be8ad4b1b83d7a546c1763a5201499160613.305571","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:30:23 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwgD0P7SAcb1opqRRhWcEUto","card_id":2377361,"uu_code":"7c6a4467cd890d89cca05ba7959424e81499160618.308484","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:30:28 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwgD0P7SAcb1opqRRhWcEUto","card_id":2377361,"uu_code":"62669a8265f8e08491e97f8b887d9fb01499160623.310065","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:30:33 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlk6CUUhmkk5JW44EMTOGyM","card_id":2377361,"uu_code":"ed9dbc8df400fe5c4cd6f0c79f49ae1a1499160628.31193","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:30:38 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlk6CUUhmkk5JW44EMTOGyM","card_id":2377361,"uu_code":"7b6522b4274b29fed7e66b7eca81080d1499160633.313326","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:30:43 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlk6CUUhmkk5JW44EMTOGyM","card_id":2377361,"uu_code":"bc65dcb04939712bd3383d1a34b0b4181499160638.316104","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:30:48 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlk6CUUhmkk5JW44EMTOGyM","card_id":2377361,"uu_code":"10d0f2f1e2538aa240978babc33c308e1499160643.31891","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:30:53 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlk6CUUhmkk5JW44EMTOGyM","card_id":2377361,"uu_code":"e32b5311f97456edc3936bdd2adecb151499160648.321666","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:30:58 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlk6CUUhmkk5JW44EMTOGyM","card_id":2377361,"uu_code":"111949e73bd3401b723305294a3888871499160653.323529","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:31:03 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlk6CUUhmkk5JW44EMTOGyM","card_id":2377361,"uu_code":"3037b6ff310d47a87e1f28d56f7f9abe1499160658.328862","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:31:08 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlk6CUUhmkk5JW44EMTOGyM","card_id":2377361,"uu_code":"26b1806101e7ccacf76389fdb9ab1bbf1499160663.33218","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:31:13 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlk6CUUhmkk5JW44EMTOGyM","card_id":2377361,"uu_code":"ba00152a8b351169652f9c820617c8f21499160668.334933","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:31:18 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlk6CUUhmkk5JW44EMTOGyM","card_id":2377361,"uu_code":"e9cb11348bee402a32c3f9bbf7af4dc81499160673.337843","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:31:23 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwjZwqAGHMbFhLrpUFiTKQ4E","card_id":2377361,"uu_code":"d9b273081a411c2579f45f334bfd9bd01499160678.340194","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:31:28 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwjZwqAGHMbFhLrpUFiTKQ4E","card_id":2377361,"uu_code":"5781a9aa947c387f78b5b2edf4682fb41499160683.34466","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:31:33 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwjZwqAGHMbFhLrpUFiTKQ4E","card_id":2377361,"uu_code":"f948d0a58d12e8ac6d603b033c534a821499160688.349328","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:31:38 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwjZwqAGHMbFhLrpUFiTKQ4E","card_id":2377361,"uu_code":"9c83c79f730c3c56b1b1e1cc137745fa1499160693.352617","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:31:43 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwtoRBDgSs7Y1Uwn44XkR4ic","card_id":2377361,"uu_code":"26a28b7868448b38c435451d66216e941499160698.358052","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:31:48 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwtoRBDgSs7Y1Uwn44XkR4ic","card_id":2377361,"uu_code":"41b085749009d88a0b6e6220590db1311499160703.360981","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:31:53 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwtoRBDgSs7Y1Uwn44XkR4ic","card_id":2377361,"uu_code":"effad65f4af2d753a9102cbddc8993fd1499160708.363654","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:31:58 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwtoRBDgSs7Y1Uwn44XkR4ic","card_id":2377361,"uu_code":"be5c1a2db866dd20372dc57476c9a1421499160713.366027","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:32:03 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwoH0mCmptDpUJnRJyjbe7RY","card_id":2377361,"uu_code":"34a29a7deef4cfe7945c5348f1eef0c31499160718.368836","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:32:08 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwoH0mCmptDpUJnRJyjbe7RY","card_id":2377361,"uu_code":"1750d00c4c5efa490eb05979ef78a5f51499160723.371534","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:32:13 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwoH0mCmptDpUJnRJyjbe7RY","card_id":2377361,"uu_code":"56ab0f78d9a7212f7484d135ab93954d1499160728.373921","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:32:18 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwoH0mCmptDpUJnRJyjbe7RY","card_id":2377361,"uu_code":"9e31eafdce96ecbd6b7c2edc47edf7d91499160733.376581","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:32:23 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwhQmTM77se5J1jYKbl2I-Uk","card_id":2377361,"uu_code":"140f28ffbd030d751b6c4a33667804a31499160738.379352","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:32:28 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwhQmTM77se5J1jYKbl2I-Uk","card_id":2377361,"uu_code":"717abd97f81c4485592a9511292bc9931499160743.38211","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:32:33 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlnCRNZoR4CWUqvUedEOH4Q","card_id":2377361,"uu_code":"f549e33d9870422840c3a638a5db18a11499160748.387342","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:32:38 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlnCRNZoR4CWUqvUedEOH4Q","card_id":2377361,"uu_code":"cd52a85fc6753e9c8cb770dbe66a57211499160753.390236","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:32:43 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlXXpkx4uULCRPQgpJRTi3Y","card_id":2377361,"uu_code":"d55b979dfb489b85b3c0e6ee0ed202511499160758.392983","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:32:48 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlXXpkx4uULCRPQgpJRTi3Y","card_id":2377361,"uu_code":"078f50d03dcb2c4084fc653eb53ea0191499160763.395871","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:32:53 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwmQY-Ms5bHVfFY1yfilFxaU","card_id":2377361,"uu_code":"5b06c9fb3368d2b0b76af02202ded9131499160768.398727","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:32:58 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwmQY-Ms5bHVfFY1yfilFxaU","card_id":2377361,"uu_code":"44374bcf628d40147c97c0358a3a954e1499160773.400602","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:33:03 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwvOq-uMiggRIRqKNN7Anjn4","card_id":2377361,"uu_code":"0fb07c891144e7b7f53bedb248d190a21499160778.403563","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:33:08 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwvOq-uMiggRIRqKNN7Anjn4","card_id":2377361,"uu_code":"30b1aade3cd14f0c8606b227226663c91499160783.406641","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:33:13 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwvOq-uMiggRIRqKNN7Anjn4","card_id":2377361,"uu_code":"2acfefe6a5134f843f5fb93fe366680b1499160788.411822","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:33:18 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwvOq-uMiggRIRqKNN7Anjn4","card_id":2377361,"uu_code":"cc8aeb0b0333176e88e08c81921980c51499160793.414819","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:33:23 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwgxkqP3NWnPsCBEap4FAqfU","card_id":2377361,"uu_code":"0df020e4f0831f08f08fd0acbd42d8691499160798.417344","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:33:28 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwgxkqP3NWnPsCBEap4FAqfU","card_id":2377361,"uu_code":"0f8807bbebc2deb21ee29949b1096c8c1499160803.419976","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:33:33 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwgxkqP3NWnPsCBEap4FAqfU","card_id":2377361,"uu_code":"e5fbc65ab6d2cc6736b18562129ffefa1499160808.422445","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:33:38 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwgxkqP3NWnPsCBEap4FAqfU","card_id":2377361,"uu_code":"ec55ccf725a14a430b65b866e692d53e1499160813.425528","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:33:43 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwmwkhhT-_eNIEIqh0ZrVPC4","card_id":2377361,"uu_code":"2068772c459ac1ccbfae9ea14c3170921499160818.42837","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:33:48 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwmwkhhT-_eNIEIqh0ZrVPC4","card_id":2377361,"uu_code":"b2b6b909c5ae96c67f2bd2664fb691541499160823.430545","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:33:53 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwnh3uz1YnJitfCyp3amMa-A","card_id":2377361,"uu_code":"6379f882014fef17295f5996db9a21051499160828.432366","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:33:58 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwnh3uz1YnJitfCyp3amMa-A","card_id":2377361,"uu_code":"6f82037b920c9825577a08a6b08500e01499160833.435162","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:34:03 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwo7I6CM4vkMEJZuKmSYfm7g","card_id":2377361,"uu_code":"d28749ef9c3636cba2b58d9f67df6cdf1499160838.438071","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:34:08 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwo7I6CM4vkMEJZuKmSYfm7g","card_id":2377361,"uu_code":"354c1e0c23a388ded82ca7e8ff0a0b741499160843.440731","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:34:13 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwhRWQJxEV_2GeV2XJmr_On4","card_id":2377361,"uu_code":"f7c120a7d1a4c0a463433f84fca49eca1499160848.443511","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:34:18 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwhRWQJxEV_2GeV2XJmr_On4","card_id":2377361,"uu_code":"682767239433d373c8d564378f2fa3e81499160853.446629","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:34:23 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwhlW-CfNFhgmQzgz9GjpYv0","card_id":2377361,"uu_code":"27421d9a2ab62e7d16b16900959d390b1499160858.44952","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:34:28 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwhlW-CfNFhgmQzgz9GjpYv0","card_id":2377361,"uu_code":"3681726abc6a21caf4eb3cd6114f2f2a1499160863.45203","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:34:33 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwhWAksuFasp5hHs1Z0gReGM","card_id":2377361,"uu_code":"29e21cbdf0593622888b08bef0b956be1499160868.45489","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:34:38 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwhWAksuFasp5hHs1Z0gReGM","card_id":2377361,"uu_code":"26639e47ac804acab90bd4b3068f9be71499160873.461132","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:34:43 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwhWAksuFasp5hHs1Z0gReGM","card_id":2377361,"uu_code":"23016918ee11b9fd9a66a1c625b837921499160878.464863","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:34:48 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwhWAksuFasp5hHs1Z0gReGM","card_id":2377361,"uu_code":"b1c77fd163e82dab776f0b194e9105161499160883.467286","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:34:53 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwsNUFV47MhYHnYaVjlznGXI","card_id":2377361,"uu_code":"0b18cc20a90f3eb3594eed954a4b227d1499160888.471128","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:34:58 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwsNUFV47MhYHnYaVjlznGXI","card_id":2377361,"uu_code":"06bd8f564b42109a02f48615789934bc1499160893.477039","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:35:03 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwsI8iaClX0i2Xm3pPi1zNcM","card_id":2377361,"uu_code":"3c93efd2d46e5ce6c82c67d15d033bf11499160898.479117","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:35:08 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwsI8iaClX0i2Xm3pPi1zNcM","card_id":2377361,"uu_code":"ed36860acbb581f2ae032c350ad049041499160903.481067","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:35:13 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwixYhKAZfzo-5aBF-Ll0bzk","card_id":2377361,"uu_code":"d2c886965260f1048ea1f5c12a32c55c1499160908.484423","module":"vip","scene":"\u6cf0\u9910\u5385"}
